id;domaine;chapitre;sous_chapitre;titre;exigence;lois;documents
580;waste;4;9;Sites de traitement des déchets;L'opérateur d'une installation de traitement des déchets inspecte visuellement toute nouvelle charge de déchets spéciaux à l'entrée et au point de stockage.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 15";* Records des inspections visuelles de nouveaux charges de déchets spéciaux
581;waste;4;10;Sites de traitement des déchets;Les sorties de l'installation de traitement des déchets sont équipées d'une clôture robuste et gardées pendant les heures de fonctionnement.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 6";nan
582;waste;4;11;Sites de traitement des déchets;Les sorties de l'installation de traitement des déchets sont fermées et gardées après les heures de fonctionnement.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 6";nan
583;waste;4;12;Sites de traitement des déchets;L'opérateur de l'installation de traitement des déchets met en place un poste de chèque lors des chèques d'entrée pour vérifier tous les déchets entrants.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 7";nan
584;waste;4;13;Sites de traitement des déchets;L'opérateur de l'installation de traitement des déchets garantit que les charges entrantes sont pesées lors de l'entrée dans l'installation.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 7";* Enregistrements de pondération des charges entrantes de déchets
585;waste;4;14;Sites de traitement des déchets;L’opérateur de l’installation de traitement des déchets conserve tous les certificats d’acceptation antérieurs certificat d’acceptation préalable de déchets spéciaux pendant au moins une période de 5 ans.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 18";* Certificat d'acceptation préalable des déchets spéciaux obtenus à partir de l'établissement de traitement des déchets
586;waste;4;15;Sites de traitement des déchets;L'opérateur de l'installation de traitement des déchets met en place à l'entrée un appareil pour détecter la radioactivité des déchets spéciaux admis pour entrer dans l'installation.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 7";nan
587;waste;4;16;Sites de traitement des déchets;L'opérateur de l'établissement de traitement des déchets soumet un rapport annuel d'activités concernant les opérations de l'installation au cours de l'année précédente à l'autorité de supervision et d'inspection.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 16";* Rapport d'activité annuel d'un centre de traitement des déchets
605;water;2;1;Permis de décharge des eaux usées;Si l'installation décharge les eaux usées dans le réseau d'assainissement public ou dans une station de traitement, il a obtenu une autorisation préalable pour le faire.;"Loi 05-12 du 4 août 2005 sur l''eau; Art. 119";* Autorisation de décharger les eaux usées dans le réseau d'assainissement public
588;waste;4;17;Sites de traitement des déchets;L'opérateur de l'installation de traitement des déchets pèse toutes les nouvelles charges de déchets spéciaux dangereux.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 15";* Enregistrements de pondération des charges entrantes de déchets
589;waste;4;18;Sites de traitement des déchets;L'installation de traitement des déchets est équipée d'un filet de fil résistant qui l'entoure.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 6";nan
590;waste;4;19;Sites de traitement des déchets;L’opérateur de l’installation de traitement des déchets vérifie l’existence d’un certificat d’acceptation préalable valide (certificat d’acceptation préalable) pour toute nouvelle charge de déchets spéciaux.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 15";* Certificat d'acceptation préalable des déchets spéciaux obtenus à partir de l'établissement de traitement des déchets
591;waste;4;20;Sites de traitement des déchets;L'opérateur de l'installation de traitement des déchets vérifie l'existence de documents de mouvement pour toute nouvelle charge de déchets spéciaux.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 15";* Documents de mouvement pour de nouvelles charges de déchets spéciaux
592;waste;4;21;Sites de traitement des déchets;Si l'installation est un établissement de traitement des déchets d'emballage, il communique un rapport d'activité sur une base annuelle à l'autorité compétente.;"Décert exécutif 02-372 du 11 novembre 2002 sur les déchets d''emballage; Art. 11";* Rapport d'activité annuel sur le traitement des déchets d'emballage
593;waste;4;22;Sites de traitement des déchets;L'opérateur de l'établissement de traitement des déchets conserve un registre d'admission (registre d'admission) contenant des informations concernant les déchets spéciaux acceptés.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 14";* Registre d'admission aux déchets spéciaux (pour une installation de traitement des déchets)
594;waste;4;23;Sites de traitement des déchets;Si l'installation est une installation de traitement des déchets d'emballage, elle reprend, recueille et redirige les déchets d'emballage pour le recyclage, la réutilisation ou l'élimination conformément aux règles indiquées dans le livre de règles (charges de Cahier Des).;"Décert exécutif 02-372 du 11 novembre 2002 sur les déchets d''emballage; Art. 8";nan
595;waste;4;24;Sites de traitement des déchets;Si l'installation effectue la récupération de ses déchets d'emballage, il a obtenu une autorisation préalable de l'autorité compétente.;"Décert exécutif 02-372 du 11 novembre 2002 sur les déchets d''emballage; Art. 4";* Autorisation pour la récupération des déchets d'emballage
596;waste;4;25;Sites de traitement des déchets;En cas de fermeture, l'exploitant d'un site de traitement des déchets a informé l'autorité compétente six mois avant la date de fermeture, et a soumis un dossier contenant des informations relatives au site.;"Décret exécutif 04-410 du 14 décembre 2004 sur les règles régissant le fonctionnement des installations de traitement des déchets et les conditions d''acceptation des déchets dans ces installations; Art. 19";"* Notification de fermeture d''un établissement classifié
* Fichier contenant des informations sur le site de traitement des déchets"
597;waste;4;26;Sites de traitement des déchets;En cas de fermeture du site de traitement des déchets, l'installation a corrigé le site.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 43";* Rapport d'assainissement
598;waste;4;27;Sites de traitement des déchets;En cas de fermeture du site de traitement des déchets, l'installation conserve le site pour la période indiquée dans la notification de la fermeture du site.;"Loi n ° 01-19 du 12 décembre 2001 sur la gestion, le contrôle et l''élimination des déchets; Art. 43";* Notification de fermeture d'un établissement classifié
599;water;1;1;Permis / licence d'utilisation de l'eau;Si l'installation utilise des ressources en eau (y compris l'eau consacrée à l'utilisation de l'agriculture) en utilisant une installation d'abstraction d'eau, elle a obtenu une autorisation préalable livrée par l'administration compétente.;"Loi 05-12 du 4 août 2005 sur l''eau; Art. 71
Décret exécutif n ° 08-148 du 21 mai 2008 établissant les termes d''octroi de l''autorisation pour l''utilisation des ressources en eau; Art. 2 et art. 6";* Autorisation de l'utilisation des ressources en eau
600;water;1;2;Permis / licence d'utilisation de l'eau;Si l'installation utilise des ressources en eau (y compris l'eau consacrée à l'utilisation de l'agriculture) en utilisant une installation d'abstraction d'eau, elle est conforme aux exigences énoncées dans son autorisation.;"Loi 05-12 du 4 août 2005 sur l''eau; Art. 72";* Autorisation de l'utilisation des ressources en eau
601;water;1;3;Mesure et rapport de l'utilisation de l'eau;Si l'installation résume l'eau du domaine public de l'eau, il soumet un rapport sur les besoins en eau prévue pour l'année prochaine à l'agence de bassin compétente avant le 31 décembre de chaque année.;"Décert exécutif 06-142 du 26 avril 2006 établissant les termes des frais sur l''utilisation du domaine public hydraulique; Art. 3";* Rapport sur les besoins en eau prévus pour l'année prochaine
602;water;1;4;Mesure et rapport de l'utilisation de l'eau;Si l'installation détient une autorisation d'utilisation des ressources en eau, elle a mis en place des dispositifs de surveillance de la consommation d'eau.;"Loi 05-12 du 4 août 2005 sur l''eau; Art. 89";nan
603;water;1;5;Frais d'utilisation de l'eau;Si l'installation résume de l'eau du domaine public hydraulique, il reste disponible pour l'agence de bassin compétente toutes les informations et documents pertinents qui permettent à ce dernier de facturer les frais sur l'utilisation du domaine public hydraulique.;"Décert exécutif 06-142 du 26 avril 2006 établissant les termes des frais sur l''utilisation du domaine public hydraulique; Art. 4";* Documents qui permettent à l'agence du bassin de facturer les frais d'utilisation du domaine public hydraulique
